file,line,label,classification,source
SkullbonezSource/Rendering/Helper.cpp,484,CreateShaderFromActiveAssets(),render pass,"sphereShader = SkullbonezCore::Assets::CreateShaderFromActiveAssets( ""shader.lit_textured_instanced"" );"
SkullbonezSource/Rendering/Helper.cpp,502,CreateShaderFromActiveAssets(),render pass,"shadowDepthShader = SkullbonezCore::Assets::CreateShaderFromActiveAssets( ""shader.shadow_depth_instanced"" );"
SkullbonezSource/Rendering/Helper.cpp,537,Gfx(),render pass,"sphereInstMesh = Gfx().CreateInstancedMesh( verts.data(),"
SkullbonezSource/Rendering/Helper.cpp,570,Gfx(),render pass,"lowPolySphereInstMesh = Gfx().CreateInstancedMesh( verts.data(),"
SkullbonezSource/Rendering/Helper.cpp,661,Gfx(),render pass,"Gfx().UploadInstanceData( activeSphereInstMesh,"
SkullbonezSource/Rendering/Helper.cpp,664,Gfx(),render pass,"Gfx().DrawInstancedMesh( activeSphereInstMesh, activeSphereVertexCount, instanceCount );"
SkullbonezSource/Rendering/Helper.cpp,730,Gfx(),render pass,"Gfx().UploadInstanceData( activeSphereInstMesh,"
SkullbonezSource/Rendering/Helper.cpp,733,Gfx(),render pass,"Gfx().DrawInstancedMesh( activeSphereInstMesh, activeSphereVertexCount, instanceCount );"
SkullbonezSource/Rendering/Helper.cpp,766,Gfx(),render pass,"boxInstMesh = Gfx().CreateInstancedMesh( verts.data(),"
SkullbonezSource/Rendering/Helper.cpp,832,Gfx(),render pass,"Gfx().UploadInstanceData( boxInstMesh, boxInstanceData.data(), static_cast<int>( boxInstanceData.size() ) );"
SkullbonezSource/Rendering/Helper.cpp,833,Gfx(),render pass,"Gfx().DrawInstancedMesh( boxInstMesh, boxVertexCount, instanceCount );"
SkullbonezSource/Rendering/Helper.cpp,877,Gfx(),render pass,"Gfx().UploadInstanceData( boxInstMesh, boxInstanceData.data(), static_cast<int>( boxInstanceData.size() ) );"
SkullbonezSource/Rendering/Helper.cpp,878,Gfx(),render pass,"Gfx().DrawInstancedMesh( boxInstMesh, boxVertexCount, instanceCount );"
SkullbonezSource/Rendering/Helper.cpp,916,Gfx(),render pass,"Gfx().UploadAndDrawDynamicVB( sConvexHullDynamicVB, sConvexHullVertexData.data(), vertexCount );"
SkullbonezSource/Rendering/Helper.cpp,945,Gfx(),render pass,"Gfx().UploadAndDrawDynamicVB( sConvexHullDynamicVB, sConvexHullVertexData.data(), vertexCount );"
SkullbonezSource/Rendering/Helper.cpp,966,Gfx(),render pass,"pineInstMesh = Gfx().CreateInstancedMesh( verts.data(),"
SkullbonezSource/Rendering/Helper.cpp,1035,Gfx(),render pass,"Gfx().UploadInstanceData( pineInstMesh, pineInstanceData.data(), static_cast<int>( pineInstanceData.size() ) );"
SkullbonezSource/Rendering/Helper.cpp,1036,Gfx(),render pass,"Gfx().DrawInstancedMesh( pineInstMesh, pineVertexCount, instanceCount );"
SkullbonezSource/Rendering/Helper.cpp,1077,Gfx(),render pass,"Gfx().UploadInstanceData( pineInstMesh, pineInstanceData.data(), static_cast<int>( pineInstanceData.size() ) );"
SkullbonezSource/Rendering/Helper.cpp,1078,Gfx(),render pass,"Gfx().DrawInstancedMesh( pineInstMesh, pineVertexCount, instanceCount );"
SkullbonezSource/Rendering/IRenderBackend.cpp,42,Gfx(),render pass,IRenderBackend& Gfx()
SkullbonezSource/Rendering/IRenderBackend.cpp,57,Gfx(),render pass,return Gfx();
SkullbonezSource/Rendering/IRenderBackend.cpp,61,GfxRayTracing(),render pass,IRenderRayTracing& GfxRayTracing()
SkullbonezSource/Rendering/IRenderBackend.h,78,Gfx(),render pass,IRenderBackend& Gfx();
SkullbonezSource/Rendering/IRenderBackend.h,79,GfxRayTracing(),render pass,IRenderRayTracing& GfxRayTracing();
SkullbonezSource/Rendering/IRenderBackend.h,93,Gfx(),render pass,"Gfx().PushDrawCallTraceScope( fullPathOrLeaf, hash );"
SkullbonezSource/Rendering/IRenderBackend.h,100,Gfx(),render pass,Gfx().PopDrawCallTraceScope( m_hash );
SkullbonezSource/Rendering/Shadow.h,127,Gfx(),render pass,"Gfx().BindTexture( shadow->depthTextureHandle, SHADOW_TEXTURE_SLOT );"
SkullbonezSource/Rendering/Shadow.h,134,Gfx(),render pass,"Gfx().BindTexture( 0, SHADOW_TEXTURE_SLOT );"
SkullbonezSource/Rendering/Text.cpp,248,Gfx(),render pass,"Text2d::fontTexture = Gfx().CreateTexture2D( pixels.get(), FONT_ATLAS_W, FONT_ATLAS_H, 1, false, true );"
SkullbonezSource/Rendering/Text.cpp,519,Gfx(),render pass,"Text2d::textBatchVB = Gfx().CreateDynamicVB( batchAttribs, 3, TEXT_BATCH_MAX_CHARS * TEXT_BATCH_VERTS_PER_CHAR );"
SkullbonezSource/Rendering/Text.cpp,523,Gfx(),render pass,"Text2d::dynamicVB = Gfx().CreateDynamicVB( quadAttribs, 2, 6 );"
SkullbonezSource/Rendering/Text.cpp,529,Gfx(),render pass,"Gfx().CreateDynamicVB( quadBatchAttribs, 2, QUAD_BATCH_MAX_QUADS * QUAD_BATCH_VERTS_PER_QUAD );"
SkullbonezSource/Rendering/Text.cpp,532,CreateShaderFromActiveAssets(),render pass,"Text2d::pTextShader = SkullbonezCore::Assets::CreateShaderFromActiveAssets( ""shader.text"" );"
SkullbonezSource/Rendering/Text.cpp,537,CreateShaderFromActiveAssets(),render pass,"Text2d::pSolidShader = SkullbonezCore::Assets::CreateShaderFromActiveAssets( ""shader.solid_color"" );"
SkullbonezSource/Rendering/Text.cpp,540,CreateShaderFromActiveAssets(),render pass,"Text2d::pSolidBatchShader = SkullbonezCore::Assets::CreateShaderFromActiveAssets( ""shader.solid_color_batch"" );"
SkullbonezSource/Rendering/Text.cpp,544,Cfg(),render pass,"Text2d::RebuildProjection( Cfg().window.screenX, Cfg().window.screenY );"
SkullbonezSource/Rendering/Text.cpp,544,Cfg(),render pass,"Text2d::RebuildProjection( Cfg().window.screenX, Cfg().window.screenY );"
SkullbonezSource/Rendering/Text.cpp,592,Gfx(),render pass,Gfx().DeleteTexture( Text2d::fontTexture );
SkullbonezSource/Rendering/Text.cpp,597,Gfx(),render pass,Gfx().DestroyDynamicVB( Text2d::textBatchVB );
SkullbonezSource/Rendering/Text.cpp,602,Gfx(),render pass,Gfx().DestroyDynamicVB( Text2d::dynamicVB );
SkullbonezSource/Rendering/Text.cpp,607,Gfx(),render pass,Gfx().DestroyDynamicVB( Text2d::quadBatchVB );
SkullbonezSource/Rendering/Text.cpp,738,Gfx(),render pass,bool depthWasEnabled = Gfx().IsDepthTestEnabled();
SkullbonezSource/Rendering/Text.cpp,739,Gfx(),render pass,bool blendWasEnabled = Gfx().IsBlendEnabled();
SkullbonezSource/Rendering/Text.cpp,741,Gfx(),render pass,Gfx().SetDepthTest( false );
SkullbonezSource/Rendering/Text.cpp,742,Gfx(),render pass,Gfx().SetBlend( true );
SkullbonezSource/Rendering/Text.cpp,743,Gfx(),render pass,"Gfx().SetBlendFunc( BlendFactor::SrcAlpha, BlendFactor::OneMinusSrcAlpha );"
SkullbonezSource/Rendering/Text.cpp,747,Gfx(),render pass,"Gfx().BindTexture( Text2d::fontTexture, 0 );"
SkullbonezSource/Rendering/Text.cpp,750,Gfx(),render pass,"Gfx().UploadAndDrawDynamicVB( Text2d::textBatchVB, s_batchBuf, s_batchVerts );"
SkullbonezSource/Rendering/Text.cpp,752,Gfx(),render pass,Gfx().SetDepthTest( depthWasEnabled );
SkullbonezSource/Rendering/Text.cpp,753,Gfx(),render pass,Gfx().SetBlend( blendWasEnabled );
SkullbonezSource/Rendering/Text.cpp,837,Gfx(),render pass,bool depthWasEnabled = Gfx().IsDepthTestEnabled();
SkullbonezSource/Rendering/Text.cpp,838,Gfx(),render pass,bool blendWasEnabled = Gfx().IsBlendEnabled();
SkullbonezSource/Rendering/Text.cpp,840,Gfx(),render pass,Gfx().SetDepthTest( false );
SkullbonezSource/Rendering/Text.cpp,841,Gfx(),render pass,Gfx().SetBlend( true );
SkullbonezSource/Rendering/Text.cpp,842,Gfx(),render pass,"Gfx().SetBlendFunc( BlendFactor::SrcAlpha, BlendFactor::OneMinusSrcAlpha );"
SkullbonezSource/Rendering/Text.cpp,848,Gfx(),render pass,"Gfx().UploadAndDrawDynamicVB( Text2d::dynamicVB, s_quadBuf, 6 );"
SkullbonezSource/Rendering/Text.cpp,850,Gfx(),render pass,Gfx().SetDepthTest( depthWasEnabled );
SkullbonezSource/Rendering/Text.cpp,851,Gfx(),render pass,Gfx().SetBlend( blendWasEnabled );
SkullbonezSource/Rendering/Text.cpp,962,Gfx(),render pass,bool depthWasEnabled = Gfx().IsDepthTestEnabled();
SkullbonezSource/Rendering/Text.cpp,963,Gfx(),render pass,bool blendWasEnabled = Gfx().IsBlendEnabled();
SkullbonezSource/Rendering/Text.cpp,965,Gfx(),render pass,Gfx().SetDepthTest( false );
SkullbonezSource/Rendering/Text.cpp,966,Gfx(),render pass,Gfx().SetBlend( true );
SkullbonezSource/Rendering/Text.cpp,967,Gfx(),render pass,"Gfx().SetBlendFunc( BlendFactor::SrcAlpha, BlendFactor::OneMinusSrcAlpha );"
SkullbonezSource/Rendering/Text.cpp,973,Gfx(),render pass,"Gfx().UploadAndDrawDynamicVB( Text2d::quadBatchVB, s_quadBatchBuf, s_quadBatchVerts );"
SkullbonezSource/Rendering/Text.cpp,975,Gfx(),render pass,Gfx().SetDepthTest( depthWasEnabled );
SkullbonezSource/Rendering/Text.cpp,976,Gfx(),render pass,Gfx().SetBlend( blendWasEnabled );
SkullbonezSource/Runtime/Camera.cpp,91,Cfg(),normal runtime path,"if ( Vector::Distance( m_position, m_view ) < Cfg().minViewMag )"
SkullbonezSource/Runtime/Camera.cpp,131,Cfg(),normal runtime path,"if ( Vector::Distance( m_position, m_view ) > Cfg().maxViewMag )"
SkullbonezSource/Runtime/Camera.cpp,244,Cfg(),normal runtime path,if ( m_position.x < m_boundary.m_xMin + Cfg().minCameraHeight )
SkullbonezSource/Runtime/Camera.cpp,246,Cfg(),normal runtime path,m_position.x = m_boundary.m_xMin + Cfg().minCameraHeight;
SkullbonezSource/Runtime/Camera.cpp,248,Cfg(),normal runtime path,else if ( m_position.x > m_boundary.m_xMax - Cfg().minCameraHeight )
SkullbonezSource/Runtime/Camera.cpp,250,Cfg(),normal runtime path,m_position.x = m_boundary.m_xMax - Cfg().minCameraHeight;
SkullbonezSource/Runtime/Camera.cpp,253,Cfg(),normal runtime path,isOnBoundX = ( ( m_position.x == m_boundary.m_xMin + Cfg().minCameraHeight ) ||
SkullbonezSource/Runtime/Camera.cpp,254,Cfg(),normal runtime path,( m_position.x == m_boundary.m_xMax - Cfg().minCameraHeight ) );
SkullbonezSource/Runtime/Camera.cpp,257,Cfg(),normal runtime path,if ( m_position.z < m_boundary.m_zMin + Cfg().minCameraHeight )
SkullbonezSource/Runtime/Camera.cpp,259,Cfg(),normal runtime path,m_position.z = m_boundary.m_zMin + Cfg().minCameraHeight;
SkullbonezSource/Runtime/Camera.cpp,261,Cfg(),normal runtime path,else if ( m_position.z > m_boundary.m_zMax - Cfg().minCameraHeight )
SkullbonezSource/Runtime/Camera.cpp,263,Cfg(),normal runtime path,m_position.z = m_boundary.m_zMax - Cfg().minCameraHeight;
SkullbonezSource/Runtime/Camera.cpp,266,Cfg(),normal runtime path,isOnBoundZ = ( ( m_position.z == m_boundary.m_zMin + Cfg().minCameraHeight ) ||
SkullbonezSource/Runtime/Camera.cpp,267,Cfg(),normal runtime path,( m_position.z == m_boundary.m_zMax - Cfg().minCameraHeight ) );
SkullbonezSource/Runtime/Camera.cpp,329,Cfg(),normal runtime path,float dxMin = positionStore.x - m_boundary.m_xMin + Cfg().minCameraHeight;
SkullbonezSource/Runtime/Camera.cpp,330,Cfg(),normal runtime path,float dxMax = m_boundary.m_xMax - Cfg().minCameraHeight - positionStore.x;
SkullbonezSource/Runtime/Camera.cpp,331,Cfg(),normal runtime path,float dzMin = positionStore.z - m_boundary.m_zMin + Cfg().minCameraHeight;
SkullbonezSource/Runtime/Camera.cpp,332,Cfg(),normal runtime path,float dzMax = m_boundary.m_zMax - Cfg().minCameraHeight - positionStore.z;
SkullbonezSource/Runtime/Camera.cpp,429,Cfg(),normal runtime path,if ( currentUpAngle - requestRadians < Cfg().cameraCollisionThreshold )
SkullbonezSource/Runtime/Camera.cpp,431,Cfg(),normal runtime path,return currentUpAngle - Cfg().cameraCollisionThreshold;
SkullbonezSource/Runtime/Camera.cpp,437,Cfg(),normal runtime path,if ( currentDownAngle + requestRadians < Cfg().cameraCollisionThreshold )
SkullbonezSource/Runtime/Camera.cpp,439,Cfg(),normal runtime path,return -( currentDownAngle - Cfg().cameraCollisionThreshold );
SkullbonezSource/Runtime/CameraCollection.cpp,55,CameraCollection::Instance(),normal runtime path,CameraCollection* CameraCollection::Instance()
SkullbonezSource/Runtime/CameraCollection.cpp,57,pInstance,normal runtime path,if ( !CameraCollection::pInstance )
SkullbonezSource/Runtime/CameraCollection.cpp,60,pInstance,normal runtime path,CameraCollection::pInstance = &instance;
SkullbonezSource/Runtime/CameraCollection.cpp,62,pInstance,normal runtime path,return CameraCollection::pInstance;
SkullbonezSource/Runtime/CameraCollection.cpp,68,pInstance,normal runtime path,if ( CameraCollection::pInstance )
SkullbonezSource/Runtime/CameraCollection.cpp,70,pInstance,normal runtime path,*CameraCollection::pInstance = CameraCollection();
SkullbonezSource/Runtime/CameraCollection.cpp,71,pInstance,normal runtime path,CameraCollection::pInstance = nullptr;
SkullbonezSource/Runtime/CameraCollection.cpp,402,Cfg(),normal runtime path,m_tweenCamera.m_position.y = terrainHeight + Cfg().minCameraHeight;
SkullbonezSource/Runtime/CameraCollection.h,53,pInstance,normal runtime path,inline static CameraCollection* pInstance = nullptr;
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,77,Gfx(),test/tool,Gfx().DestroyDynamicVB( m_dynamicVB );
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,99,CreateShaderFromActiveAssets(),test/tool,"m_shader = SkullbonezCore::Assets::CreateShaderFromActiveAssets( ""shader.launcher_laser"" );"
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,105,Gfx(),test/tool,"m_dynamicVB = Gfx().CreateDynamicVB( attribs, 2, MAX_VERTICES );"
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,385,Gfx(),test/tool,const bool depthWasEnabled = Gfx().IsDepthTestEnabled();
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,386,Gfx(),test/tool,const bool depthWriteWasEnabled = Gfx().IsDepthWriteEnabled();
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,387,Gfx(),test/tool,const bool blendWasEnabled = Gfx().IsBlendEnabled();
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,388,Gfx(),test/tool,const bool cullWasEnabled = Gfx().IsCullFaceEnabled();
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,391,Gfx(),test/tool,"Gfx().GetBlendFunc( blendSrc, blendDst );"
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,393,Gfx(),test/tool,Gfx().SetDepthTest( false );
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,394,Gfx(),test/tool,Gfx().SetDepthWrite( false );
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,395,Gfx(),test/tool,Gfx().SetBlend( true );
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,396,Gfx(),test/tool,"Gfx().SetBlendFunc( BlendFactor::SrcAlpha, BlendFactor::One );"
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,397,Gfx(),test/tool,Gfx().SetCullFace( false );
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,401,Gfx(),test/tool,"Gfx().UploadAndDrawDynamicVB( m_dynamicVB, m_vertices.data(), static_cast<int>( m_vertices.size() / 7 ) );"
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,403,Gfx(),test/tool,Gfx().SetCullFace( cullWasEnabled );
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,404,Gfx(),test/tool,"Gfx().SetBlendFunc( blendSrc, blendDst );"
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,405,Gfx(),test/tool,Gfx().SetBlend( blendWasEnabled );
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,406,Gfx(),test/tool,Gfx().SetDepthWrite( depthWriteWasEnabled );
SkullbonezSource/Runtime/Editor/LauncherLaser.cpp,407,Gfx(),test/tool,Gfx().SetDepthTest( depthWasEnabled );
SkullbonezSource/Runtime/Editor/LauncherTools.cpp,244,Cfg(),test/tool,"ProbeBoxTerrainVertices( box, pos, orientMat, *context.terrain, Cfg().contactEpsilon, false );"
SkullbonezSource/Runtime/Editor/LauncherTools.cpp,314,Cfg(),test/tool,"fprintf( f, ""cfg_friction_coeff,%.6f\n"", Cfg().frictionCoeff );"
SkullbonezSource/Runtime/Editor/LauncherTools.cpp,315,Cfg(),test/tool,"fprintf( f, ""cfg_contact_epsilon,%.6f\n"", Cfg().contactEpsilon );"
SkullbonezSource/Runtime/Editor/RunEditorTracer.inl,569,Gfx(),test/tool,"Gfx().DrawLinesColored( m_lineData.data(), static_cast<int>( m_lineData.size() / 6 ), viewProjection.Data() );"
SkullbonezSource/Runtime/Init.cpp,82,g_*,bootstrap,char g_commandLineError[512] = {};
SkullbonezSource/Runtime/Init.cpp,253,g_*,bootstrap,"vsprintf_s( g_commandLineError, sizeof( g_commandLineError ), fmt, args );"
SkullbonezSource/Runtime/Init.cpp,253,g_*,bootstrap,"vsprintf_s( g_commandLineError, sizeof( g_commandLineError ), fmt, args );"
SkullbonezSource/Runtime/Init.cpp,256,g_*,bootstrap,"fprintf( stderr, ""ERROR: %s\n"", g_commandLineError );"
SkullbonezSource/Runtime/Init.cpp,262,g_*,bootstrap,"return g_commandLineError[0] != '\0' ? g_commandLineError : ""Command line parsing failed."";"
SkullbonezSource/Runtime/Init.cpp,262,g_*,bootstrap,"return g_commandLineError[0] != '\0' ? g_commandLineError : ""Command line parsing failed."";"
SkullbonezSource/Runtime/Init.cpp,1365,Cfg(),bootstrap,Cfg().runtimeRender.vsyncEnabled = enabled;
SkullbonezSource/Runtime/Init.cpp,1468,Cfg(),bootstrap,Cfg().workerThreads = workerThreads;
SkullbonezSource/Runtime/Init.cpp,1471,Cfg(),bootstrap,"Cfg().workerThreads,"
SkullbonezSource/Runtime/Init.cpp,1472,Cfg(),bootstrap,"WorkerPool::ResolveThreadCount( Cfg().workerThreads ),"
SkullbonezSource/Runtime/Init.cpp,1486,Cfg(),bootstrap,Cfg().gameModelCapacity = capacity;
SkullbonezSource/Runtime/Init.cpp,1503,Cfg(),bootstrap,Cfg().physicsParallel = enabled;
SkullbonezSource/Runtime/Init.cpp,1504,Cfg(),bootstrap,Cfg().physicsParallelApplyForces = enabled;
SkullbonezSource/Runtime/Init.cpp,1505,Cfg(),bootstrap,Cfg().physicsParallelTornadoField = enabled;
SkullbonezSource/Runtime/Init.cpp,1506,Cfg(),bootstrap,Cfg().physicsParallelNarrowphase = enabled;
SkullbonezSource/Runtime/Init.cpp,1507,Cfg(),bootstrap,Cfg().physicsParallelTerrainDetect = enabled;
SkullbonezSource/Runtime/Init.cpp,1508,Cfg(),bootstrap,Cfg().physicsParallelIntegrate = enabled;
SkullbonezSource/Runtime/Init.cpp,1524,Cfg(),bootstrap,Cfg().shadowParallelPrep = enabled;
SkullbonezSource/Runtime/Init.cpp,2241,Cfg(),bootstrap,"Cfg().Load( ( std::string( DATA_ROOT ) + ""engine.cfg"" ).c_str() );"
SkullbonezSource/Runtime/Init.cpp,2407,Cfg(),bootstrap,Cfg().Dump( stdout );
SkullbonezSource/Runtime/Init.cpp,2748,WorkerPool::Instance(),bootstrap,WorkerPool::Instance().Initialise( Cfg().workerThreads );
SkullbonezSource/Runtime/Init.cpp,2748,Cfg(),bootstrap,WorkerPool::Instance().Initialise( Cfg().workerThreads );
SkullbonezSource/Runtime/Init.cpp,2752,WorkerPool::Instance(),bootstrap,WorkerPool::Instance().Shutdown();
SkullbonezSource/Runtime/Init.cpp,2757,Window::Instance(),bootstrap,Window* window = Window::Instance();
SkullbonezSource/Runtime/Init.cpp,2758,Cfg(),bootstrap,"window->CreateAppWindow( hInstance, Cfg().window.fullscreen );"
SkullbonezSource/Runtime/Init.cpp,2766,WorkerPool::Instance(),bootstrap,WorkerPool::Instance().Shutdown();
SkullbonezSource/Runtime/Input.cpp,49,g_*,OS callback bridge,int g_mouseWheelDelta = 0;
SkullbonezSource/Runtime/Input.cpp,53,g_*,OS callback bridge,bool g_systemCursorVisibleRequested = false;
SkullbonezSource/Runtime/Input.cpp,59,g_*,OS callback bridge,long g_rawMouseDeltaX = 0;
SkullbonezSource/Runtime/Input.cpp,60,g_*,OS callback bridge,long g_rawMouseDeltaY = 0;
SkullbonezSource/Runtime/Input.cpp,61,g_*,OS callback bridge,bool g_rawMouseHasAbsolutePosition = false;
SkullbonezSource/Runtime/Input.cpp,62,g_*,OS callback bridge,long g_rawMouseLastAbsoluteX = 0;
SkullbonezSource/Runtime/Input.cpp,63,g_*,OS callback bridge,long g_rawMouseLastAbsoluteY = 0;
SkullbonezSource/Runtime/Input.cpp,68,g_*,OS callback bridge,Input::AutomationState g_automationState;
SkullbonezSource/Runtime/Input.cpp,135,Window::Instance(),OS callback bridge,Window* window = Window::Instance();
SkullbonezSource/Runtime/Input.cpp,147,g_*,OS callback bridge,g_systemCursorVisibleRequested = visible;
SkullbonezSource/Runtime/Input.cpp,163,g_*,OS callback bridge,return g_systemCursorVisibleRequested;
SkullbonezSource/Runtime/Input.cpp,287,g_*,OS callback bridge,if ( g_rawMouseHasAbsolutePosition )
SkullbonezSource/Runtime/Input.cpp,289,g_*,OS callback bridge,g_rawMouseDeltaX += currentX - g_rawMouseLastAbsoluteX;
SkullbonezSource/Runtime/Input.cpp,289,g_*,OS callback bridge,g_rawMouseDeltaX += currentX - g_rawMouseLastAbsoluteX;
SkullbonezSource/Runtime/Input.cpp,290,g_*,OS callback bridge,g_rawMouseDeltaY += currentY - g_rawMouseLastAbsoluteY;
SkullbonezSource/Runtime/Input.cpp,290,g_*,OS callback bridge,g_rawMouseDeltaY += currentY - g_rawMouseLastAbsoluteY;
SkullbonezSource/Runtime/Input.cpp,292,g_*,OS callback bridge,g_rawMouseLastAbsoluteX = currentX;
SkullbonezSource/Runtime/Input.cpp,293,g_*,OS callback bridge,g_rawMouseLastAbsoluteY = currentY;
SkullbonezSource/Runtime/Input.cpp,294,g_*,OS callback bridge,g_rawMouseHasAbsolutePosition = true;
SkullbonezSource/Runtime/Input.cpp,298,g_*,OS callback bridge,g_rawMouseDeltaX += mouse.lLastX;
SkullbonezSource/Runtime/Input.cpp,299,g_*,OS callback bridge,g_rawMouseDeltaY += mouse.lLastY;
SkullbonezSource/Runtime/Input.cpp,300,g_*,OS callback bridge,g_rawMouseHasAbsolutePosition = false;
SkullbonezSource/Runtime/Input.cpp,315,g_*,OS callback bridge,xMove = g_rawMouseDeltaX;
SkullbonezSource/Runtime/Input.cpp,316,g_*,OS callback bridge,yMove = g_rawMouseDeltaY;
SkullbonezSource/Runtime/Input.cpp,317,g_*,OS callback bridge,g_rawMouseDeltaX = 0;
SkullbonezSource/Runtime/Input.cpp,318,g_*,OS callback bridge,g_rawMouseDeltaY = 0;
SkullbonezSource/Runtime/Input.cpp,325,g_*,OS callback bridge,g_rawMouseDeltaX = 0;
SkullbonezSource/Runtime/Input.cpp,326,g_*,OS callback bridge,g_rawMouseDeltaY = 0;
SkullbonezSource/Runtime/Input.cpp,327,g_*,OS callback bridge,g_rawMouseHasAbsolutePosition = false;
SkullbonezSource/Runtime/Input.cpp,328,g_*,OS callback bridge,g_rawMouseLastAbsoluteX = 0;
SkullbonezSource/Runtime/Input.cpp,329,g_*,OS callback bridge,g_rawMouseLastAbsoluteY = 0;
SkullbonezSource/Runtime/Input.cpp,347,g_*,OS callback bridge,if ( g_automationState.enabled && g_automationState.hasMouseClientPosition )
SkullbonezSource/Runtime/Input.cpp,347,g_*,OS callback bridge,if ( g_automationState.enabled && g_automationState.hasMouseClientPosition )
SkullbonezSource/Runtime/Input.cpp,349,g_*,OS callback bridge,return g_automationState.mouseClientPosition;
SkullbonezSource/Runtime/Input.cpp,353,Window::Instance(),OS callback bridge,Window* m_cWindow = Window::Instance();
SkullbonezSource/Runtime/Input.cpp,380,g_*,OS callback bridge,if ( g_automationState.enabled )
SkullbonezSource/Runtime/Input.cpp,382,g_*,OS callback bridge,return g_automationState.leftMouseDown;
SkullbonezSource/Runtime/Input.cpp,396,g_*,OS callback bridge,if ( g_automationState.enabled )
SkullbonezSource/Runtime/Input.cpp,398,g_*,OS callback bridge,return g_automationState.rightMouseDown;
SkullbonezSource/Runtime/Input.cpp,425,g_*,OS callback bridge,g_mouseWheelDelta = 0;
SkullbonezSource/Runtime/Input.cpp,429,g_*,OS callback bridge,const int delta = g_mouseWheelDelta;
SkullbonezSource/Runtime/Input.cpp,430,g_*,OS callback bridge,g_mouseWheelDelta = 0;
SkullbonezSource/Runtime/Input.cpp,442,g_*,OS callback bridge,g_mouseWheelDelta += delta;
SkullbonezSource/Runtime/Input.cpp,453,Window::Instance(),OS callback bridge,Window* m_cWindow = Window::Instance();
SkullbonezSource/Runtime/Input.cpp,469,g_*,OS callback bridge,g_automationState = state;
SkullbonezSource/Runtime/Input.cpp,475,g_*,OS callback bridge,g_automationState = AutomationState{};
SkullbonezSource/Runtime/Render/RuntimeRenderHost.cpp,51,Cfg(),render pass,"return RunInternal::RuntimeActiveCinematicConfig( m_sceneController.State(), Cfg() );"
SkullbonezSource/Runtime/Render/RuntimeRenderHost.cpp,57,Cfg(),render pass,"Cfg(),"
SkullbonezSource/Runtime/Render/RuntimeRenderHost.cpp,91,Cfg(),render pass,"return RunInternal::RuntimeWindowScreenWidth( m_systems, Cfg() );"
SkullbonezSource/Runtime/Render/RuntimeRenderHost.cpp,96,Cfg(),render pass,"return RunInternal::RuntimeWindowScreenHeight( m_systems, Cfg() );"
SkullbonezSource/Runtime/Replay/RunReplayCauseTreeTools.inl,140,Cfg(),normal runtime path,"const int screenW = RuntimeWindowScreenWidth( m_systems, Cfg() );"
SkullbonezSource/Runtime/Replay/RunReplayCauseTreeTools.inl,141,Cfg(),normal runtime path,"const int screenH = RuntimeWindowScreenHeight( m_systems, Cfg() );"
SkullbonezSource/Runtime/Replay/RunReplayPredictionHelpers.inl,1087,WorkerPool::Instance(),normal runtime path,SkullbonezCore::Threading::WorkerPool::Instance().ParallelFor(
SkullbonezSource/Runtime/Replay/RunReplayPredictionHelpers.inl,1169,WorkerPool::Instance(),normal runtime path,SkullbonezCore::Threading::WorkerPool::Instance().ParallelFor(
SkullbonezSource/Runtime/Replay/RunReplayScrubberTools.inl,246,Cfg(),normal runtime path,"const int screenW = RuntimeWindowScreenWidth( m_systems, Cfg() );"
SkullbonezSource/Runtime/Replay/RunReplayScrubberTools.inl,247,Cfg(),normal runtime path,"const int screenH = RuntimeWindowScreenHeight( m_systems, Cfg() );"
SkullbonezSource/Runtime/Replay/RunReplayVelocityEdit.inl,248,Cfg(),normal runtime path,"!SceneState().isScenePhysics || RuntimeWindowScreenWidth( m_systems, Cfg() ) <= 0 ||"
SkullbonezSource/Runtime/Replay/RunReplayVelocityEdit.inl,249,Cfg(),normal runtime path,"RuntimeWindowScreenHeight( m_systems, Cfg() ) <= 0 )"
SkullbonezSource/Runtime/Run.cpp,157,Cfg(),normal runtime path,m_runtimeSettings.isVsyncEnabled = Cfg().runtimeRender.vsyncEnabled;
SkullbonezSource/Runtime/Run.cpp,158,Cfg(),normal runtime path,m_runtimeSettings.isPipelineSyncEnabled = Cfg().runtimeRender.forcePipelineSync;
